 ------------------------------------------------------------------- ------------- -------- ------ --------------------------------------------------------------------------------------------- 
  Name                                                                Method        Scheme   Host   Path                                                                                         
  api.sales_channel_type.search                                       POST          ANY      ANY    /api/v{version}/search/sales-channel-type{path}                                              
  api.sales_channel_type.search-ids                                   POST          ANY      ANY    /api/v{version}/search-ids/sales-channel-type{path}                                          
  api.sales_channel_type.create                                       POST          ANY      ANY    /api/v{version}/sales-channel-type{path}                                                     
  api.sales_channel_type_translation.detail                           GET           ANY      ANY    /api/v{version}/sales-channel-type-translation/{path}                                        
  api.sales_channel_type_translation.update                           PATCH         ANY      ANY    /api/v{version}/sales-channel-type-translation/{path}                                        
  api.sales_channel_type_translation.delete                           DELETE        ANY      ANY    /api/v{version}/sales-channel-type-translation/{path}                                        
  api.sales_channel_type_translation.list                             GET           ANY      ANY    /api/v{version}/sales-channel-type-translation{path}                                         
  api.sales_channel_type_translation.search                           POST          ANY      ANY    /api/v{version}/search/sales-channel-type-translation{path}                                  
  api.sales_channel_type_translation.search-ids                       POST          ANY      ANY    /api/v{version}/search-ids/sales-channel-type-translation{path}                              
  api.sales_channel_type_translation.create                           POST          ANY      ANY    /api/v{version}/sales-channel-type-translation{path}                                         
  api.salutation.detail                                               GET           ANY      ANY    /api/v{version}/salutation/{path}                                                            
  api.salutation.update                                               PATCH         ANY      ANY    /api/v{version}/salutation/{path}                                                            
  api.salutation.delete                                               DELETE        ANY      ANY    /api/v{version}/salutation/{path}                                                            
  api.salutation.list                                                 GET           ANY      ANY    /api/v{version}/salutation{path}                                                             
  api.salutation.search                                               POST          ANY      ANY    /api/v{version}/search/salutation{path}                                                      
  api.salutation.search-ids                                           POST          ANY      ANY    /api/v{version}/search-ids/salutation{path}                                                  
  api.salutation.create                                               POST          ANY      ANY    /api/v{version}/salutation{path}                                                             
  api.salutation_translation.detail                                   GET           ANY      ANY    /api/v{version}/salutation-translation/{path}                                                
  api.salutation_translation.update                                   PATCH         ANY      ANY    /api/v{version}/salutation-translation/{path}                                                
  api.salutation_translation.delete                                   DELETE        ANY      ANY    /api/v{version}/salutation-translation/{path}                                                
  api.salutation_translation.list                                     GET           ANY      ANY    /api/v{version}/salutation-translation{path}                                                 
  api.salutation_translation.search                                   POST          ANY      ANY    /api/v{version}/search/salutation-translation{path}                                          
  api.salutation_translation.search-ids                               POST          ANY      ANY    /api/v{version}/search-ids/salutation-translation{path}                                      
  api.salutation_translation.create                                   POST          ANY      ANY    /api/v{version}/salutation-translation{path}                                                 
  api.scheduled_task.detail                                           GET           ANY      ANY    /api/v{version}/scheduled-task/{path}                                                        
  api.scheduled_task.update                                           PATCH         ANY      ANY    /api/v{version}/scheduled-task/{path}                                                        
  api.scheduled_task.delete                                           DELETE        ANY      ANY    /api/v{version}/scheduled-task/{path}                                                        
  api.scheduled_task.list                                             GET           ANY      ANY    /api/v{version}/scheduled-task{path}                                                         
  api.scheduled_task.search                                           POST          ANY      ANY    /api/v{version}/search/scheduled-task{path}                                                  
  api.scheduled_task.search-ids                                       POST          ANY      ANY    /api/v{version}/search-ids/scheduled-task{path}                                              
  api.scheduled_task.create                                           POST          ANY      ANY    /api/v{version}/scheduled-task{path}                                                         
  api.seo_url.detail                                                  GET           ANY      ANY    /api/v{version}/seo-url/{path}                                                               
  api.seo_url.update                                                  PATCH         ANY      ANY    /api/v{version}/seo-url/{path}                                                               
  api.seo_url.delete                                                  DELETE        ANY      ANY    /api/v{version}/seo-url/{path}                                                               
  api.seo_url.list                                                    GET           ANY      ANY    /api/v{version}/seo-url{path}                                                                
  api.seo_url.search                                                  POST          ANY      ANY    /api/v{version}/search/seo-url{path}                                                         
  api.seo_url.search-ids                                              POST          ANY      ANY    /api/v{version}/search-ids/seo-url{path}                                                     
  api.seo_url.create                                                  POST          ANY      ANY    /api/v{version}/seo-url{path}                                                                
  api.seo_url_template.detail                                         GET           ANY      ANY    /api/v{version}/seo-url-template/{path}                                                      
  api.seo_url_template.update                                         PATCH         ANY      ANY    /api/v{version}/seo-url-template/{path}                                                      
  api.seo_url_template.delete                                         DELETE        ANY      ANY    /api/v{version}/seo-url-template/{path}                                                      
  api.seo_url_template.list                                           GET           ANY      ANY    /api/v{version}/seo-url-template{path}                                                       
  api.seo_url_template.search                                         POST          ANY      ANY    /api/v{version}/search/seo-url-template{path}                                                
  api.seo_url_template.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/seo-url-template{path}                                            
  api.seo_url_template.create                                         POST          ANY      ANY    /api/v{version}/seo-url-template{path}                                                       
  api.shipping_method.detail                                          GET           ANY      ANY    /api/v{version}/shipping-method/{path}                                                       
  api.shipping_method.update                                          PATCH         ANY      ANY    /api/v{version}/shipping-method/{path}                                                       
  api.shipping_method.delete                                          DELETE        ANY      ANY    /api/v{version}/shipping-method/{path}                                                       
  api.shipping_method.list                                            GET           ANY      ANY    /api/v{version}/shipping-method{path}                                                        
  api.shipping_method.search                                          POST          ANY      ANY    /api/v{version}/search/shipping-method{path}                                                 
  api.shipping_method.search-ids                                      POST          ANY      ANY    /api/v{version}/search-ids/shipping-method{path}                                             
  api.shipping_method.create                                          POST          ANY      ANY    /api/v{version}/shipping-method{path}                                                        
  api.shipping_method_price.detail                                    GET           ANY      ANY    /api/v{version}/shipping-method-price/{path}                                                 
  api.shipping_method_price.update                                    PATCH         ANY      ANY    /api/v{version}/shipping-method-price/{path}                                                 
  api.shipping_method_price.delete                                    DELETE        ANY      ANY    /api/v{version}/shipping-method-price/{path}                                                 
  api.shipping_method_price.list                                      GET           ANY      ANY    /api/v{version}/shipping-method-price{path}                                                  
  api.shipping_method_price.search                                    POST          ANY      ANY    /api/v{version}/search/shipping-method-price{path}                                           
  api.shipping_method_price.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/shipping-method-price{path}                                       
  api.shipping_method_price.create                                    POST          ANY      ANY    /api/v{version}/shipping-method-price{path}                                                  
  api.shipping_method_tag.detail                                      GET           ANY      ANY    /api/v{version}/shipping-method-tag/{path}                                                   
  api.shipping_method_tag.update                                      PATCH         ANY      ANY    /api/v{version}/shipping-method-tag/{path}                                                   
  api.shipping_method_tag.delete                                      DELETE        ANY      ANY    /api/v{version}/shipping-method-tag/{path}                                                   
  api.shipping_method_tag.list                                        GET           ANY      ANY    /api/v{version}/shipping-method-tag{path}                                                    
  api.shipping_method_tag.search                                      POST          ANY      ANY    /api/v{version}/search/shipping-method-tag{path}                                             
  api.shipping_method_tag.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/shipping-method-tag{path}                                         
  api.shipping_method_tag.create                                      POST          ANY      ANY    /api/v{version}/shipping-method-tag{path}                                                    
  api.shipping_method_translation.detail                              GET           ANY      ANY    /api/v{version}/shipping-method-translation/{path}                                           
  api.shipping_method_translation.update                              PATCH         ANY      ANY    /api/v{version}/shipping-method-translation/{path}                                           
  api.shipping_method_translation.delete                              DELETE        ANY      ANY    /api/v{version}/shipping-method-translation/{path}                                           
  api.shipping_method_translation.list                                GET           ANY      ANY    /api/v{version}/shipping-method-translation{path}                                            
  api.shipping_method_translation.search                              POST          ANY      ANY    /api/v{version}/search/shipping-method-translation{path}                                     
  api.shipping_method_translation.search-ids                          POST          ANY      ANY    /api/v{version}/search-ids/shipping-method-translation{path}                                 
  api.shipping_method_translation.create                              POST          ANY      ANY    /api/v{version}/shipping-method-translation{path}                                            
  api.snippet.detail                                                  GET           ANY      ANY    /api/v{version}/snippet/{path}                                                               
  api.snippet.update                                                  PATCH         ANY      ANY    /api/v{version}/snippet/{path}                                                               
  api.snippet.delete                                                  DELETE        ANY      ANY    /api/v{version}/snippet/{path}                                                               
  api.snippet.list                                                    GET           ANY      ANY    /api/v{version}/snippet{path}                                                                
  api.snippet.search                                                  POST          ANY      ANY    /api/v{version}/search/snippet{path}                                                         
  api.snippet.search-ids                                              POST          ANY      ANY    /api/v{version}/search-ids/snippet{path}                                                     
  api.snippet.create                                                  POST          ANY      ANY    /api/v{version}/snippet{path}                                                                
  api.snippet_set.detail                                              GET           ANY      ANY    /api/v{version}/snippet-set/{path}                                                           
  api.snippet_set.update                                              PATCH         ANY      ANY    /api/v{version}/snippet-set/{path}                                                           
  api.snippet_set.delete                                              DELETE        ANY      ANY    /api/v{version}/snippet-set/{path}                                                           
  api.snippet_set.list                                                GET           ANY      ANY    /api/v{version}/snippet-set{path}                                                            
  api.snippet_set.search                                              POST          ANY      ANY    /api/v{version}/search/snippet-set{path}                                                     
  api.snippet_set.search-ids                                          POST          ANY      ANY    /api/v{version}/search-ids/snippet-set{path}                                                 
  api.snippet_set.create                                              POST          ANY      ANY    /api/v{version}/snippet-set{path}                                                            
  api.state_machine.detail                                            GET           ANY      ANY    /api/v{version}/state-machine/{path}                                                         
  api.state_machine.update                                            PATCH         ANY      ANY    /api/v{version}/state-machine/{path}                                                         
  api.state_machine.delete                                            DELETE        ANY      ANY    /api/v{version}/state-machine/{path}                                                         
  api.state_machine.list                                              GET           ANY      ANY    /api/v{version}/state-machine{path}                                                          
  api.state_machine.search                                            POST          ANY      ANY    /api/v{version}/search/state-machine{path}                                                   
  api.state_machine.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/state-machine{path}                                               
  api.state_machine.create                                            POST          ANY      ANY    /api/v{version}/state-machine{path}                                                          
  api.state_machine_history.detail                                    GET           ANY      ANY    /api/v{version}/state-machine-history/{path}                                                 
  api.state_machine_history.update                                    PATCH         ANY      ANY    /api/v{version}/state-machine-history/{path}                                                 
  api.state_machine_history.delete                                    DELETE        ANY      ANY    /api/v{version}/state-machine-history/{path}                                                 
  api.state_machine_history.list                                      GET           ANY      ANY    /api/v{version}/state-machine-history{path}                                                  
  api.state_machine_history.search                                    POST          ANY      ANY    /api/v{version}/search/state-machine-history{path}                                           
  api.state_machine_history.search-ids                                POST          ANY      ANY    /api/v{version}/search-ids/state-machine-history{path}                                       
  api.state_machine_history.create                                    POST          ANY      ANY    /api/v{version}/state-machine-history{path}                                                  
  api.state_machine_state.detail                                      GET           ANY      ANY    /api/v{version}/state-machine-state/{path}                                                   
  api.state_machine_state.update                                      PATCH         ANY      ANY    /api/v{version}/state-machine-state/{path}                                                   
  api.state_machine_state.delete                                      DELETE        ANY      ANY    /api/v{version}/state-machine-state/{path}                                                   
  api.state_machine_state.list                                        GET           ANY      ANY    /api/v{version}/state-machine-state{path}                                                    
  api.state_machine_state.search                                      POST          ANY      ANY    /api/v{version}/search/state-machine-state{path}                                             
  api.state_machine_state.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/state-machine-state{path}                                         
  api.state_machine_state.create                                      POST          ANY      ANY    /api/v{version}/state-machine-state{path}                                                    
  api.state_machine_state_translation.detail                          GET           ANY      ANY    /api/v{version}/state-machine-state-translation/{path}                                       
  api.state_machine_state_translation.update                          PATCH         ANY      ANY    /api/v{version}/state-machine-state-translation/{path}                                       
  api.state_machine_state_translation.delete                          DELETE        ANY      ANY    /api/v{version}/state-machine-state-translation/{path}                                       
  api.state_machine_state_translation.list                            GET           ANY      ANY    /api/v{version}/state-machine-state-translation{path}                                        
  api.state_machine_state_translation.search                          POST          ANY      ANY    /api/v{version}/search/state-machine-state-translation{path}                                 
  api.state_machine_state_translation.search-ids                      POST          ANY      ANY    /api/v{version}/search-ids/state-machine-state-translation{path}                             
  api.state_machine_state_translation.create                          POST          ANY      ANY    /api/v{version}/state-machine-state-translation{path}                                        
  api.state_machine_transition.detail                                 GET           ANY      ANY    /api/v{version}/state-machine-transition/{path}                                              
  api.state_machine_transition.update                                 PATCH         ANY      ANY    /api/v{version}/state-machine-transition/{path}                                              
  api.state_machine_transition.delete                                 DELETE        ANY      ANY    /api/v{version}/state-machine-transition/{path}                                              
  api.state_machine_transition.list                                   GET           ANY      ANY    /api/v{version}/state-machine-transition{path}                                               
  api.state_machine_transition.search                                 POST          ANY      ANY    /api/v{version}/search/state-machine-transition{path}                                        
  api.state_machine_transition.search-ids                             POST          ANY      ANY    /api/v{version}/search-ids/state-machine-transition{path}                                    
  api.state_machine_transition.create                                 POST          ANY      ANY    /api/v{version}/state-machine-transition{path}                                               
  api.state_machine_translation.detail                                GET           ANY      ANY    /api/v{version}/state-machine-translation/{path}                                             
  api.state_machine_translation.update                                PATCH         ANY      ANY    /api/v{version}/state-machine-translation/{path}                                             
  api.state_machine_translation.delete                                DELETE        ANY      ANY    /api/v{version}/state-machine-translation/{path}                                             
  api.state_machine_translation.list                                  GET           ANY      ANY    /api/v{version}/state-machine-translation{path}                                              
  api.state_machine_translation.search                                POST          ANY      ANY    /api/v{version}/search/state-machine-translation{path}                                       
  api.state_machine_translation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/state-machine-translation{path}                                   
  api.state_machine_translation.create                                POST          ANY      ANY    /api/v{version}/state-machine-translation{path}                                              
  api.system_config.detail                                            GET           ANY      ANY    /api/v{version}/system-config/{path}                                                         
  api.system_config.update                                            PATCH         ANY      ANY    /api/v{version}/system-config/{path}                                                         
  api.system_config.delete                                            DELETE        ANY      ANY    /api/v{version}/system-config/{path}                                                         
  api.system_config.list                                              GET           ANY      ANY    /api/v{version}/system-config{path}                                                          
  api.system_config.search                                            POST          ANY      ANY    /api/v{version}/search/system-config{path}                                                   
  api.system_config.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/system-config{path}                                               
  api.system_config.create                                            POST          ANY      ANY    /api/v{version}/system-config{path}                                                          
  api.tag.detail                                                      GET           ANY      ANY    /api/v{version}/tag/{path}                                                                   
  api.tag.update                                                      PATCH         ANY      ANY    /api/v{version}/tag/{path}                                                                   
  api.tag.delete                                                      DELETE        ANY      ANY    /api/v{version}/tag/{path}                                                                   
  api.tag.list                                                        GET           ANY      ANY    /api/v{version}/tag{path}                                                                    
  api.tag.search                                                      POST          ANY      ANY    /api/v{version}/search/tag{path}                                                             
  api.tag.search-ids                                                  POST          ANY      ANY    /api/v{version}/search-ids/tag{path}                                                         
  api.tag.create                                                      POST          ANY      ANY    /api/v{version}/tag{path}                                                                    
  api.tax.detail                                                      GET           ANY      ANY    /api/v{version}/tax/{path}                                                                   
  api.tax.update                                                      PATCH         ANY      ANY    /api/v{version}/tax/{path}                                                                   
  api.tax.delete                                                      DELETE        ANY      ANY    /api/v{version}/tax/{path}                                                                   
  api.tax.list                                                        GET           ANY      ANY    /api/v{version}/tax{path}                                                                    
  api.tax.search                                                      POST          ANY      ANY    /api/v{version}/search/tax{path}                                                             
  api.tax.search-ids                                                  POST          ANY      ANY    /api/v{version}/search-ids/tax{path}                                                         
  api.tax.create                                                      POST          ANY      ANY    /api/v{version}/tax{path}                                                                    
  api.tax_rule.detail                                                 GET           ANY      ANY    /api/v{version}/tax-rule/{path}                                                              
  api.tax_rule.update                                                 PATCH         ANY      ANY    /api/v{version}/tax-rule/{path}                                                              
  api.tax_rule.delete                                                 DELETE        ANY      ANY    /api/v{version}/tax-rule/{path}                                                              
  api.tax_rule.list                                                   GET           ANY      ANY    /api/v{version}/tax-rule{path}                                                               
  api.tax_rule.search                                                 POST          ANY      ANY    /api/v{version}/search/tax-rule{path}                                                        
  api.tax_rule.search-ids                                             POST          ANY      ANY    /api/v{version}/search-ids/tax-rule{path}                                                    
  api.tax_rule.create                                                 POST          ANY      ANY    /api/v{version}/tax-rule{path}                                                               
  api.tax_rule_type.detail                                            GET           ANY      ANY    /api/v{version}/tax-rule-type/{path}                                                         
  api.tax_rule_type.update                                            PATCH         ANY      ANY    /api/v{version}/tax-rule-type/{path}                                                         
  api.tax_rule_type.delete                                            DELETE        ANY      ANY    /api/v{version}/tax-rule-type/{path}                                                         
  api.tax_rule_type.list                                              GET           ANY      ANY    /api/v{version}/tax-rule-type{path}                                                          
  api.tax_rule_type.search                                            POST          ANY      ANY    /api/v{version}/search/tax-rule-type{path}                                                   
  api.tax_rule_type.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/tax-rule-type{path}                                               
  api.tax_rule_type.create                                            POST          ANY      ANY    /api/v{version}/tax-rule-type{path}                                                          
  api.tax_rule_type_translation.detail                                GET           ANY      ANY    /api/v{version}/tax-rule-type-translation/{path}                                             
  api.tax_rule_type_translation.update                                PATCH         ANY      ANY    /api/v{version}/tax-rule-type-translation/{path}                                             
  api.tax_rule_type_translation.delete                                DELETE        ANY      ANY    /api/v{version}/tax-rule-type-translation/{path}                                             
  api.tax_rule_type_translation.list                                  GET           ANY      ANY    /api/v{version}/tax-rule-type-translation{path}                                              
  api.tax_rule_type_translation.search                                POST          ANY      ANY    /api/v{version}/search/tax-rule-type-translation{path}                                       
  api.tax_rule_type_translation.search-ids                            POST          ANY      ANY    /api/v{version}/search-ids/tax-rule-type-translation{path}                                   
  api.tax_rule_type_translation.create                                POST          ANY      ANY    /api/v{version}/tax-rule-type-translation{path}                                              
  api.theme.detail                                                    GET           ANY      ANY    /api/v{version}/theme/{path}                                                                 
  api.theme.update                                                    PATCH         ANY      ANY    /api/v{version}/theme/{path}                                                                 
  api.theme.delete                                                    DELETE        ANY      ANY    /api/v{version}/theme/{path}                                                                 
  api.theme.list                                                      GET           ANY      ANY    /api/v{version}/theme{path}                                                                  
  api.theme.search                                                    POST          ANY      ANY    /api/v{version}/search/theme{path}                                                           
  api.theme.search-ids                                                POST          ANY      ANY    /api/v{version}/search-ids/theme{path}                                                       
  api.theme.create                                                    POST          ANY      ANY    /api/v{version}/theme{path}                                                                  
  api.theme_media.detail                                              GET           ANY      ANY    /api/v{version}/theme-media/{path}                                                           
  api.theme_media.update                                              PATCH         ANY      ANY    /api/v{version}/theme-media/{path}                                                           
  api.theme_media.delete                                              DELETE        ANY      ANY    /api/v{version}/theme-media/{path}                                                           
  api.theme_media.list                                                GET           ANY      ANY    /api/v{version}/theme-media{path}                                                            
  api.theme_media.search                                              POST          ANY      ANY    /api/v{version}/search/theme-media{path}                                                     
  api.theme_media.search-ids                                          POST          ANY      ANY    /api/v{version}/search-ids/theme-media{path}                                                 
  api.theme_media.create                                              POST          ANY      ANY    /api/v{version}/theme-media{path}                                                            
  api.theme_sales_channel.detail                                      GET           ANY      ANY    /api/v{version}/theme-sales-channel/{path}                                                   
  api.theme_sales_channel.update                                      PATCH         ANY      ANY    /api/v{version}/theme-sales-channel/{path}                                                   
  api.theme_sales_channel.delete                                      DELETE        ANY      ANY    /api/v{version}/theme-sales-channel/{path}                                                   
  api.theme_sales_channel.list                                        GET           ANY      ANY    /api/v{version}/theme-sales-channel{path}                                                    
  api.theme_sales_channel.search                                      POST          ANY      ANY    /api/v{version}/search/theme-sales-channel{path}                                             
  api.theme_sales_channel.search-ids                                  POST          ANY      ANY    /api/v{version}/search-ids/theme-sales-channel{path}                                         
  api.theme_sales_channel.create                                      POST          ANY      ANY    /api/v{version}/theme-sales-channel{path}                                                    
  api.theme_translation.detail                                        GET           ANY      ANY    /api/v{version}/theme-translation/{path}                                                     
  api.theme_translation.update                                        PATCH         ANY      ANY    /api/v{version}/theme-translation/{path}                                                     
  api.theme_translation.delete                                        DELETE        ANY      ANY    /api/v{version}/theme-translation/{path}                                                     
  api.theme_translation.list                                          GET           ANY      ANY    /api/v{version}/theme-translation{path}                                                      
  api.theme_translation.search                                        POST          ANY      ANY    /api/v{version}/search/theme-translation{path}                                               
  api.theme_translation.search-ids                                    POST          ANY      ANY    /api/v{version}/search-ids/theme-translation{path}                                           
  api.theme_translation.create                                        POST          ANY      ANY    /api/v{version}/theme-translation{path}                                                      
  api.unit.detail                                                     GET           ANY      ANY    /api/v{version}/unit/{path}                                                                  
  api.unit.update                                                     PATCH         ANY      ANY    /api/v{version}/unit/{path}                                                                  
  api.unit.delete                                                     DELETE        ANY      ANY    /api/v{version}/unit/{path}                                                                  
  api.unit.list                                                       GET           ANY      ANY    /api/v{version}/unit{path}                                                                   
  api.unit.search                                                     POST          ANY      ANY    /api/v{version}/search/unit{path}                                                            
  api.unit.search-ids                                                 POST          ANY      ANY    /api/v{version}/search-ids/unit{path}                                                        
  api.unit.create                                                     POST          ANY      ANY    /api/v{version}/unit{path}                                                                   
  api.unit_translation.detail                                         GET           ANY      ANY    /api/v{version}/unit-translation/{path}                                                      
  api.unit_translation.update                                         PATCH         ANY      ANY    /api/v{version}/unit-translation/{path}                                                      
  api.unit_translation.delete                                         DELETE        ANY      ANY    /api/v{version}/unit-translation/{path}                                                      
  api.unit_translation.list                                           GET           ANY      ANY    /api/v{version}/unit-translation{path}                                                       
  api.unit_translation.search                                         POST          ANY      ANY    /api/v{version}/search/unit-translation{path}                                                
  api.unit_translation.search-ids                                     POST          ANY      ANY    /api/v{version}/search-ids/unit-translation{path}                                            
  api.unit_translation.create                                         POST          ANY      ANY    /api/v{version}/unit-translation{path}                                                       
  api.user.detail                                                     GET           ANY      ANY    /api/v{version}/user/{path}                                                                  
  api.user.list                                                       GET           ANY      ANY    /api/v{version}/user{path}                                                                   
  api.user.search                                                     POST          ANY      ANY    /api/v{version}/search/user{path}                                                            
  api.user.search-ids                                                 POST          ANY      ANY    /api/v{version}/search-ids/user{path}                                                        
  api.user_access_key.detail                                          GET           ANY      ANY    /api/v{version}/user-access-key/{path}                                                       
  api.user_access_key.update                                          PATCH         ANY      ANY    /api/v{version}/user-access-key/{path}                                                       
  api.user_access_key.delete                                          DELETE        ANY      ANY    /api/v{version}/user-access-key/{path}                                                       
  api.user_access_key.list                                            GET           ANY      ANY    /api/v{version}/user-access-key{path}                                                        
  api.user_access_key.search                                          POST          ANY      ANY    /api/v{version}/search/user-access-key{path}                                                 
  api.user_access_key.search-ids                                      POST          ANY      ANY    /api/v{version}/search-ids/user-access-key{path}                                             
  api.user_access_key.create                                          POST          ANY      ANY    /api/v{version}/user-access-key{path}                                                        
  api.user_recovery.detail                                            GET           ANY      ANY    /api/v{version}/user-recovery/{path}                                                         
  api.user_recovery.update                                            PATCH         ANY      ANY    /api/v{version}/user-recovery/{path}                                                         
  api.user_recovery.delete                                            DELETE        ANY      ANY    /api/v{version}/user-recovery/{path}                                                         
  api.user_recovery.list                                              GET           ANY      ANY    /api/v{version}/user-recovery{path}                                                          
  api.user_recovery.search                                            POST          ANY      ANY    /api/v{version}/search/user-recovery{path}                                                   
  api.user_recovery.search-ids                                        POST          ANY      ANY    /api/v{version}/search-ids/user-recovery{path}                                               
  api.user_recovery.create                                            POST          ANY      ANY    /api/v{version}/user-recovery{path}                                                          
  api.version.detail                                                  GET           ANY      ANY    /api/v{version}/version/{path}                                                               
